Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p001,F04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ECA2666,1,,,
p001,A05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,PB420,1,,,
p001,B05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ED3102,1,,,
p001,C05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,JU3237,1,,,
p001,D05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,NIC1667,1,,,
p001,E05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,VX34,1,,,
p001,F05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ECA2666,1,,,
p001,A06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,1,,,
p001,B06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ED3102,1,,,
p001,C06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,1,,,
p001,D06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,NIC1667,1,,,
p001,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,VX34,1,,,
p001,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ECA2666,1,,,
p001,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,1,,,
p001,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,1,,,
p001,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,1,,,
p001,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,1,,,
p001,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,1,,,
p001,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,1,,,
p001,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,PB420,1,,,
p001,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,1,,,
p001,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,JU3237,1,,,
p001,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,1,,,
p001,E08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,1,,,
p001,F08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,1,,,
p001,A09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,PB420,1,,,
p001,B09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ED3102,1,,,
p001,C09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,JU3237,1,,,
p001,D09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,NIC1667,1,,,
p001,E09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,VX34,1,,,
p001,F09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ECA2666,1,,,
p001,A10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,PB420,1,,,
p001,B10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ED3102,1,,,
p001,C10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,JU3237,1,,,
p001,D10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,NIC1667,1,,,
p001,E10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,VX34,1,,,
p001,F10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ECA2666,1,,,
p001,A11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,PB420,1,,,
p001,B11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ED3102,1,,,
p001,C11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,JU3237,1,,,
p001,D11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,NIC1667,1,,,
p001,E11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,VX34,1,,,
p001,F11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ECA2666,1,,,
p001,A12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,PB420,1,,,
p001,B12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ED3102,1,,,
p001,C12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,JU3237,1,,,
p001,D12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,NIC1667,1,,,
p001,E12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,VX34,1,,,
p001,F12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ECA2666,1,,,
p002,A01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,PB420,1,,,
p002,B01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ED3102,1,,,
p002,C01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,JU3237,1,,,
p002,D01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,NIC1667,1,,,
p002,E01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,VX34,1,,,
p002,F01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ECA2666,1,,,
p002,A02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,PB420,1,,,
p002,B02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ED3102,1,,,
p002,C02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,JU3237,1,,,
p002,D02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,NIC1667,1,,,
p002,E02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,VX34,1,,,
p002,F02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ECA2666,1,,,
p002,A03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,PB420,1,,,
p002,B03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ED3102,1,,,
p002,C03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,JU3237,1,,,
p002,D03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,NIC1667,1,,,
p002,E03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,VX34,1,,,
p002,F03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ECA2666,1,,,
p002,A04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,PB420,1,,,
p002,B04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ED3102,1,,,
p002,C04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,JU3237,1,,,
p002,D04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,NIC1667,1,,,
p002,E04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,VX34,1,,,
p002,F04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ECA2666,1,,,
p002,A05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,PB420,1,,,
p002,B05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ED3102,1,,,
p002,C05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,JU3237,1,,,
p002,D05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,NIC1667,1,,,
p002,E05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,VX34,1,,,
p002,F05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ECA2666,1,,,
p002,A06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,1,,,
p002,B06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ED3102,1,,,
p002,C06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,1,,,
p002,D06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,NIC1667,1,,,
p002,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,VX34,1,,,
p002,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ECA2666,1,,,
p002,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,1,,,
p002,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,1,,,
p002,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,1,,,
p002,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,1,,,
p002,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,1,,,
p002,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,1,,,
p002,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,PB420,1,,,
p002,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,1,,,
p002,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,JU3237,1,,,
p002,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,1,,,
p002,E08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,1,,,
p002,F08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,1,,,
p002,A09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,PB420,1,,,
p002,B09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ED3102,1,,,
p002,C09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,JU3237,1,,,
p002,D09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,NIC1667,1,,,
p002,E09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,VX34,1,,,
p002,F09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ECA2666,1,,,
p002,A10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,PB420,1,,,
p002,B10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ED3102,1,,,
p002,C10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,JU3237,1,,,
p002,D10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,NIC1667,1,,,
p002,E10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,VX34,1,,,
p002,F10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ECA2666,1,,,
p002,A11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,PB420,1,,,
p002,B11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ED3102,1,,,
p002,C11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,JU3237,1,,,
p002,D11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,NIC1667,1,,,
p002,E11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,VX34,1,,,
p002,F11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ECA2666,1,,,
p002,A12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,PB420,1,,,
p002,B12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ED3102,1,,,
p002,C12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,JU3237,1,,,
p002,D12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,NIC1667,1,,,
p002,E12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,VX34,1,,,
p002,F12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ECA2666,1,,,
p003,A01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,PB420,1,,,
p003,B01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ED3102,1,,,
p003,C01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,JU3237,1,,,
p003,D01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,NIC1667,1,,,
p003,E01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,VX34,1,,,
p003,F01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ECA2666,1,,,
p003,A02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,PB420,1,,,
p003,B02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ED3102,1,,,
p003,C02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,JU3237,1,,,
p003,D02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,NIC1667,1,,,
p003,E02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,VX34,1,,,
p003,F02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ECA2666,1,,,
p003,A03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,PB420,1,,,
p003,B03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ED3102,1,,,
p003,C03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,JU3237,1,,,
p003,D03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,NIC1667,1,,,
p003,E03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,VX34,1,,,
p003,F03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ECA2666,1,,,
p003,A04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,PB420,1,,,
p003,B04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ED3102,1,,,
p003,C04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,JU3237,1,,,
p003,D04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,NIC1667,1,,,
p003,E04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,VX34,1,,,
p003,F04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ECA2666,1,,,
p003,A05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,PB420,1,,,
p003,B05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ED3102,1,,,
p003,C05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,JU3237,1,,,
p003,D05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,NIC1667,1,,,
p003,E05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,VX34,1,,,
p003,F05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ECA2666,1,,,
p003,A06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,1,,,
p003,B06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ED3102,1,,,
p003,C06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,1,,,
p003,D06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,NIC1667,1,,,
p003,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,VX34,1,,,
p003,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ECA2666,1,,,
p003,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,1,,,
p003,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,1,,,
p003,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,1,,,
p003,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,1,,,
p003,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,1,,,
p003,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,1,,,
p003,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,PB420,1,,,
p003,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,1,,,
p003,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,JU3237,1,,,
p003,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,1,,,
p003,E08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,1,,,
p003,F08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,1,,,
p003,A09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,PB420,1,,,
p003,B09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ED3102,1,,,
p003,C09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,JU3237,1,,,
p003,D09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,NIC1667,1,,,
p003,E09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,VX34,1,,,
p003,F09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ECA2666,1,,,
p003,A10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,PB420,1,,,
p003,B10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ED3102,1,,,
p003,C10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,JU3237,1,,,
p003,D10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,NIC1667,1,,,
p003,E10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,VX34,1,,,
p003,F10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ECA2666,1,,,
p003,A11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,PB420,1,,,
p003,B11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ED3102,1,,,
p003,C11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,JU3237,1,,,
p003,D11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,NIC1667,1,,,
p003,E11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,VX34,1,,,
p003,F11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ECA2666,1,,,
p003,A12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,PB420,1,,,
p003,B12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ED3102,1,,,
p003,C12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,JU3237,1,,,
p003,D12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,NIC1667,1,,,
p003,E12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,VX34,1,,,
p003,F12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ECA2666,1,,,
p004,A01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,PB420,1,,,
p004,B01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ED3102,1,,,
p004,C01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,JU3237,1,,,
p004,D01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,NIC1667,1,,,
p004,E01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,VX34,1,,,
p004,F01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ECA2666,1,,,
p004,A02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,PB420,1,,,
p004,B02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ED3102,1,,,
p004,C02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,JU3237,1,,,
p004,D02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,NIC1667,1,,,
p004,E02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,VX34,1,,,
p004,F02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ECA2666,1,,,
p004,A03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,PB420,1,,,
p004,B03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ED3102,1,,,
p004,C03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,JU3237,1,,,
p004,D03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,NIC1667,1,,,
p004,E03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,VX34,1,,,
p004,F03,48h,10,15hHB101,DMSO,1,moxidectin,0.0019,,,ECA2666,1,,,
p004,A04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,PB420,1,,,
p004,B04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ED3102,1,,,
p004,C04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,JU3237,1,,,
p004,D04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,NIC1667,1,,,
p004,E04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,VX34,1,,,
p004,F04,48h,10,15hHB101,DMSO,1,moxidectin,0.0039,,,ECA2666,1,,,
p004,A05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,PB420,1,,,
p004,B05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ED3102,1,,,
p004,C05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,JU3237,1,,,
p004,D05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,NIC1667,1,,,
p004,E05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,VX34,1,,,
p004,F05,48h,10,15hHB101,DMSO,1,moxidectin,0.0078,,,ECA2666,1,,,
p004,A06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,PB420,1,,,
p004,B06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ED3102,1,,,
p004,C06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,JU3237,1,,,
p004,D06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,NIC1667,1,,,
p004,E06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,VX34,1,,,
p004,F06,48h,10,15hHB101,DMSO,1,moxidectin,0.0156,,,ECA2666,1,,,
p004,A07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,PB420,1,,,
p004,B07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ED3102,1,,,
p004,C07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,JU3237,1,,,
p004,D07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,NIC1667,1,,,
p004,E07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,VX34,1,,,
p004,F07,48h,10,15hHB101,DMSO,1,moxidectin,0.03125,,,ECA2666,1,,,
p004,A08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,PB420,1,,,
p004,B08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ED3102,1,,,
p004,C08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,JU3237,1,,,
p004,D08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,NIC1667,1,,,
p004,E08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,VX34,1,,,
p004,F08,48h,10,15hHB101,DMSO,1,moxidectin,0.0625,,,ECA2666,1,,,
p004,A09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,PB420,1,,,
p004,B09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ED3102,1,,,
p004,C09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,JU3237,1,,,
p004,D09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,NIC1667,1,,,
p004,E09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,VX34,1,,,
p004,F09,48h,10,15hHB101,DMSO,1,moxidectin,0.125,,,ECA2666,1,,,
p004,A10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,PB420,1,,,
p004,B10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ED3102,1,,,
p004,C10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,JU3237,1,,,
p004,D10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,NIC1667,1,,,
p004,E10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,VX34,1,,,
p004,F10,48h,10,15hHB101,DMSO,1,moxidectin,0.25,,,ECA2666,1,,,
p004,A11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,PB420,1,,,
p004,B11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ED3102,1,,,
p004,C11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,JU3237,1,,,
p004,D11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,NIC1667,1,,,
p004,E11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,VX34,1,,,
p004,F11,48h,10,15hHB101,DMSO,1,moxidectin,0.5,,,ECA2666,1,,,
p004,A12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,PB420,1,,,
p004,B12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ED3102,1,,,
p004,C12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,JU3237,1,,,
p004,D12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,NIC1667,1,,,
p004,E12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,VX34,1,,,
p004,F12,48h,10,15hHB101,DMSO,1,moxidectin,1,,,ECA2666,1,,,
p005,A01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,PB420,1,,,
p005,B01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ED3102,1,,,
p005,C01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,JU3237,1,,,
p005,D01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,NIC1667,1,,,
p005,E01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,VX34,1,,,
p005,F01,48h,10,15hHB101,DMSO,1,moxidectin,0,,,ECA2666,1,,,
p005,A02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,PB420,1,,,
p005,B02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,ED3102,1,,,
p005,C02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,JU3237,1,,,
p005,D02,48h,10,15hHB101,DMSO,1,moxidectin,0.00097,,,NIC1667,1,,,
